State,Year,Population
North Carolina,1965,4863000
North Carolina,1966,4896000
North Carolina,1967,4952000
North Carolina,1968,5004000
North Carolina,1969,5031000
North Carolina,1970,5084411
North Carolina,1971,5203531
North Carolina,1972,5301150
North Carolina,1973,5389852
North Carolina,1974,5470911
North Carolina,1975,5547188
North Carolina,1976,5607964
North Carolina,1977,5685607
North Carolina,1978,5759492
North Carolina,1979,5823491
North Carolina,1980,5898980
North Carolina,1981,5956653
North Carolina,1982,6019101
North Carolina,1983,6077056
North Carolina,1984,6164006
North Carolina,1985,6253954
North Carolina,1986,6321578
North Carolina,1987,6403700
North Carolina,1988,6480594
North Carolina,1989,6565459
North Carolina,1990,6656987
North Carolina,1991,6748135
North Carolina,1992,6831850
North Carolina,1993,6947412
North Carolina,1994,7060959
North Carolina,1995,7185403
North Carolina,1996,7307658
North Carolina,1997,7428672
North Carolina,1998,7545828
North Carolina,1999,7650789
North Carolina,2000,8081614
North Carolina,2001,8210122
North Carolina,2002,8326201
North Carolina,2003,8422501
North Carolina,2004,8553152
North Carolina,2005,8705407
North Carolina,2006,8917270
North Carolina,2007,9118037
North Carolina,2008,9309449
North Carolina,2009,9449566
North Carolina,2010,9574586
North Carolina,2011,9658913
North Carolina,2012,9751810
North Carolina,2013,9846717
North Carolina,2014,9937295
North Carolina,2015,10037218
North Carolina,2016,10161802
North Carolina,2017,10275758
North Carolina,2018,10391358
North Carolina,2019,10501384
North Carolina,2020,10449652
North Carolina,2021,10564320
North Carolina,2022,10710793
North Carolina,2023,10881189
North Carolina,2024,11046024
North Dakota,1900,321000
North Dakota,1901,346000
North Dakota,1902,371000
North Dakota,1903,396000
North Dakota,1904,421000
North Dakota,1905,446000
North Dakota,1906,474000
North Dakota,1907,501000
North Dakota,1908,528000
North Dakota,1909,555000
North Dakota,1910,580000
North Dakota,1911,584000
North Dakota,1912,603000
North Dakota,1913,609000
North Dakota,1914,620000
North Dakota,1915,641000
North Dakota,1916,652000
North Dakota,1917,661000
North Dakota,1918,636000
North Dakota,1919,648000
North Dakota,1920,646000
North Dakota,1921,646000
North Dakota,1922,647000
North Dakota,1923,648000
North Dakota,1924,642000
North Dakota,1925,643000
North Dakota,1926,651000
North Dakota,1927,657000
North Dakota,1928,665000
North Dakota,1929,674000
North Dakota,1930,682000
North Dakota,1931,680000
North Dakota,1932,676000
North Dakota,1933,674000
North Dakota,1934,672000
North Dakota,1935,670000
North Dakota,1936,664000
North Dakota,1937,655000
North Dakota,1938,647000
North Dakota,1939,644000
North Dakota,1940,640000
North Dakota,1941,615000
North Dakota,1942,583000
North Dakota,1943,546000
North Dakota,1944,534000
North Dakota,1945,546000
North Dakota,1946,570000
North Dakota,1947,578000
North Dakota,1948,580000
North Dakota,1949,597000
North Dakota,1950,619000
North Dakota,1951,604000
North Dakota,1952,608000
North Dakota,1953,609000
North Dakota,1954,611000
North Dakota,1955,615000
North Dakota,1956,613000
North Dakota,1957,612000
North Dakota,1958,606000
North Dakota,1959,618000
North Dakota,1960,634000
North Dakota,1961,641000
North Dakota,1962,637000
North Dakota,1963,644000
North Dakota,1964,649000
North Dakota,1965,649000
North Dakota,1966,647000
North Dakota,1967,626000
North Dakota,1968,621000
North Dakota,1969,621000
North Dakota,1970,617792
North Dakota,1971,626760
North Dakota,1972,631119
North Dakota,1973,632675
North Dakota,1974,634559
North Dakota,1975,638886
North Dakota,1976,645797
North Dakota,1977,649769
North Dakota,1978,651301
North Dakota,1979,652896
North Dakota,1980,654380
North Dakota,1981,659505
North Dakota,1982,668972
North Dakota,1983,676688
North Dakota,1984,680497
North Dakota,1985,676980
North Dakota,1986,669512
North Dakota,1987,661136
North Dakota,1988,655331
North Dakota,1989,646351
North Dakota,1990,637364
North Dakota,1991,634199
North Dakota,1992,635427
North Dakota,1993,637229
North Dakota,1994,639762
North Dakota,1995,641548
North Dakota,1996,642858
North Dakota,1997,640945
North Dakota,1998,637808
North Dakota,1999,633666
North Dakota,2000,642023
North Dakota,2001,639062
North Dakota,2002,638168
North Dakota,2003,638817
North Dakota,2004,644705
North Dakota,2005,646089
North Dakota,2006,649422
North Dakota,2007,652822
North Dakota,2008,657569
North Dakota,2009,664968
North Dakota,2010,674752
North Dakota,2011,685526
North Dakota,2012,702227
North Dakota,2013,723149
North Dakota,2014,738736
North Dakota,2015,755537
North Dakota,2016,756114
North Dakota,2017,756755
North Dakota,2018,760062
North Dakota,2019,763724
North Dakota,2020,779563
North Dakota,2021,777966
North Dakota,2022,781057
North Dakota,2023,789047
North Dakota,2024,796568
Nebraska,1900,1067000
Nebraska,1901,1078000
Nebraska,1902,1089000
Nebraska,1903,1104000
Nebraska,1904,1119000
Nebraska,1905,1129000
Nebraska,1906,1138000
Nebraska,1907,1149000
Nebraska,1908,1161000
Nebraska,1909,1177000
Nebraska,1910,1198000
Nebraska,1911,1216000
Nebraska,1912,1232000
Nebraska,1913,1246000
Nebraska,1914,1264000
Nebraska,1915,1272000
Nebraska,1916,1275000
Nebraska,1917,1285000
Nebraska,1918,1266000
Nebraska,1919,1290000
Nebraska,1920,1300000
Nebraska,1921,1309000
Nebraska,1922,1312000
Nebraska,1923,1321000
Nebraska,1924,1333000
Nebraska,1925,1343000
Nebraska,1926,1353000
Nebraska,1927,1365000
Nebraska,1928,1371000
Nebraska,1929,1375000
Nebraska,1930,1380000
Nebraska,1931,1384000
Nebraska,1932,1386000
Nebraska,1933,1385000
Nebraska,1934,1382000
Nebraska,1935,1375000
Nebraska,1936,1358000
Nebraska,1937,1339000
Nebraska,1938,1326000
Nebraska,1939,1318000
Nebraska,1940,1316000
Nebraska,1941,1272000
Nebraska,1942,1239000
Nebraska,1943,1241000
Nebraska,1944,1216000
Nebraska,1945,1211000
Nebraska,1946,1256000
Nebraska,1947,1265000
Nebraska,1948,1265000
Nebraska,1949,1302000
Nebraska,1950,1327000
Nebraska,1951,1316000
Nebraska,1952,1311000
Nebraska,1953,1318000
Nebraska,1954,1340000
Nebraska,1955,1374000
Nebraska,1956,1397000
Nebraska,1957,1394000
Nebraska,1958,1383000
Nebraska,1959,1397000
Nebraska,1960,1417000
Nebraska,1961,1446000
Nebraska,1962,1464000
Nebraska,1963,1476000
Nebraska,1964,1482000
Nebraska,1965,1471000
Nebraska,1966,1456000
Nebraska,1967,1457000
Nebraska,1968,1467000
Nebraska,1969,1474000
Nebraska,1970,1485333
Nebraska,1971,1504604
Nebraska,1972,1519013
Nebraska,1973,1529567
Nebraska,1974,1539191
Nebraska,1975,1543117
Nebraska,1976,1550911
Nebraska,1977,1556842
Nebraska,1978,1563884
Nebraska,1979,1567344
Nebraska,1980,1572296
Nebraska,1981,1578515
Nebraska,1982,1581780
Nebraska,1983,1584293
Nebraska,1984,1588639
Nebraska,1985,1584664
Nebraska,1986,1574333
Nebraska,1987,1566547
Nebraska,1988,1571477
Nebraska,1989,1574864
Nebraska,1990,1580664
Nebraska,1991,1590805
Nebraska,1992,1602406
Nebraska,1993,1612149
Nebraska,1994,1621551
Nebraska,1995,1635142
Nebraska,1996,1647657
Nebraska,1997,1656042
Nebraska,1998,1660772
Nebraska,1999,1666028
Nebraska,2000,1713820
Nebraska,2001,1719836
Nebraska,2002,1728292
Nebraska,2003,1738643
Nebraska,2004,1749370
Nebraska,2005,1761497
Nebraska,2006,1772693
Nebraska,2007,1783440
Nebraska,2008,1796378
Nebraska,2009,1812683
Nebraska,2010,1829591
Nebraska,2011,1840914
Nebraska,2012,1853691
Nebraska,2013,1865813
Nebraska,2014,1879955
Nebraska,2015,1892059
Nebraska,2016,1906483
Nebraska,2017,1916998
Nebraska,2018,1925512
Nebraska,2019,1932571
Nebraska,2020,1963387
Nebraska,2021,1964537
Nebraska,2022,1972246
Nebraska,2023,1987864
Nebraska,2024,2005465
New Hampshire,1900,412000
New Hampshire,1901,412000
New Hampshire,1902,409000
New Hampshire,1903,394000
New Hampshire,1904,407000
New Hampshire,1905,423000
New Hampshire,1906,415000
New Hampshire,1907,423000
New Hampshire,1908,428000
New Hampshire,1909,431000
New Hampshire,1910,431000
New Hampshire,1911,432000
New Hampshire,1912,434000
New Hampshire,1913,439000
New Hampshire,1914,442000
New Hampshire,1915,443000
New Hampshire,1916,445000
New Hampshire,1917,447000
New Hampshire,1918,440000
New Hampshire,1919,443000
New Hampshire,1920,444000
New Hampshire,1921,449000
New Hampshire,1922,451000
New Hampshire,1923,453000
New Hampshire,1924,457000
New Hampshire,1925,459000
New Hampshire,1926,463000
New Hampshire,1927,466000
New Hampshire,1928,468000
New Hampshire,1929,467000
New Hampshire,1930,466000
New Hampshire,1931,470000
New Hampshire,1932,474000
New Hampshire,1933,477000
New Hampshire,1934,480000
New Hampshire,1935,481000
New Hampshire,1936,481000
New Hampshire,1937,481000
New Hampshire,1938,485000
New Hampshire,1939,490000
New Hampshire,1940,492000
New Hampshire,1941,490000
New Hampshire,1942,481000
New Hampshire,1943,462000
New Hampshire,1944,456000
New Hampshire,1945,459000
New Hampshire,1946,494000
New Hampshire,1947,507000
New Hampshire,1948,520000
New Hampshire,1949,533000
New Hampshire,1950,532000
New Hampshire,1951,529000
New Hampshire,1952,535000
New Hampshire,1953,547000
New Hampshire,1954,554000
New Hampshire,1955,557000
New Hampshire,1956,566000
New Hampshire,1957,572000
New Hampshire,1958,581000
New Hampshire,1959,596000
New Hampshire,1960,609000
New Hampshire,1961,618000
New Hampshire,1962,632000
New Hampshire,1963,649000
New Hampshire,1964,663000
New Hampshire,1965,676000
New Hampshire,1966,681000
New Hampshire,1967,697000
New Hampshire,1968,709000
New Hampshire,1969,724000
New Hampshire,1970,737681
New Hampshire,1971,761851
New Hampshire,1972,781107
New Hampshire,1973,800951
New Hampshire,1974,815914
New Hampshire,1975,828555
New Hampshire,1976,845248
New Hampshire,1977,869763
New Hampshire,1978,891520
New Hampshire,1979,909074
New Hampshire,1980,924250
New Hampshire,1981,936621
New Hampshire,1982,947719
New Hampshire,1983,958134
New Hampshire,1984,976864
New Hampshire,1985,996753
New Hampshire,1986,1025053
New Hampshire,1987,1054289
New Hampshire,1988,1082577
New Hampshire,1989,1104522
New Hampshire,1990,1111831
New Hampshire,1991,1107055
New Hampshire,1992,1112766
New Hampshire,1993,1122191
New Hampshire,1994,1133054
New Hampshire,1995,1145604
New Hampshire,1996,1160768
New Hampshire,1997,1173239
New Hampshire,1998,1185823
New Hampshire,1999,1201134
New Hampshire,2000,1239882
New Hampshire,2001,1255517
New Hampshire,2002,1269089
New Hampshire,2003,1279840
New Hampshire,2004,1290121
New Hampshire,2005,1298492
New Hampshire,2006,1308389
New Hampshire,2007,1312540
New Hampshire,2008,1315906
New Hampshire,2009,1316102
New Hampshire,2010,1316807
New Hampshire,2011,1320444
New Hampshire,2012,1324677
New Hampshire,2013,1327272
New Hampshire,2014,1334257
New Hampshire,2015,1337480
New Hampshire,2016,1343694
New Hampshire,2017,1350395
New Hampshire,2018,1355064
New Hampshire,2019,1360783
New Hampshire,2020,1378756
New Hampshire,2021,1387677
New Hampshire,2022,1396678
New Hampshire,2023,1402199
New Hampshire,2024,1409032
New Jersey,1900,1884000
New Jersey,1901,1889000
New Jersey,1902,1917000
New Jersey,1903,1969000
New Jersey,1904,2050000
New Jersey,1905,2151000
New Jersey,1906,2239000
New Jersey,1907,2314000
New Jersey,1908,2403000
New Jersey,1909,2487000
New Jersey,1910,2550000
New Jersey,1911,2610000
New Jersey,1912,2670000
New Jersey,1913,2729000
New Jersey,1914,2789000
New Jersey,1915,2850000
New Jersey,1916,2918000
New Jersey,1917,2976000
New Jersey,1918,3043000
New Jersey,1919,3136000
New Jersey,1920,3198000
New Jersey,1921,3297000
New Jersey,1922,3380000
New Jersey,1923,3472000
New Jersey,1924,3573000
New Jersey,1925,3664000
New Jersey,1926,3758000
New Jersey,1927,3891000
New Jersey,1928,3968000
New Jersey,1929,3989000
New Jersey,1930,4068000
New Jersey,1931,4120000
New Jersey,1932,4120000
New Jersey,1933,4107000
New Jersey,1934,4089000
New Jersey,1935,4085000
New Jersey,1936,4084000
New Jersey,1937,4088000
New Jersey,1938,4100000
New Jersey,1939,4129000
New Jersey,1940,4175000
New Jersey,1941,4254000
New Jersey,1942,4297000
New Jersey,1943,4226000
New Jersey,1944,4158000
New Jersey,1945,4108000
New Jersey,1946,4492000
New Jersey,1947,4618000
New Jersey,1948,4774000
New Jersey,1949,4889000
New Jersey,1950,4872000
New Jersey,1951,5006000
New Jersey,1952,5125000
New Jersey,1953,5229000
New Jersey,1954,5360000
New Jersey,1955,5502000
New Jersey,1956,5615000
New Jersey,1957,5737000
New Jersey,1958,5890000
New Jersey,1959,6015000
New Jersey,1960,6103000
New Jersey,1961,6265000
New Jersey,1962,6376000
New Jersey,1963,6531000
New Jersey,1964,6660000
New Jersey,1965,6767000
New Jersey,1966,6851000
New Jersey,1967,6928000
New Jersey,1968,7005000
New Jersey,1969,7095000
New Jersey,1970,7171112
New Jersey,1971,7281107
New Jersey,1972,7335042
New Jersey,1973,7333083
New Jersey,1974,7332411
New Jersey,1975,7337765
New Jersey,1976,7339745
New Jersey,1977,7337169
New Jersey,1978,7350804
New Jersey,1979,7366512
New Jersey,1980,7376330
New Jersey,1981,7407472
New Jersey,1982,7430968
New Jersey,1983,7467785
New Jersey,1984,7515473
New Jersey,1985,7565528
New Jersey,1986,7622159
New Jersey,1987,7670742
New Jersey,1988,7712333
New Jersey,1989,7726089
New Jersey,1990,7757158
New Jersey,1991,7784269
New Jersey,1992,7827770
New Jersey,1993,7874891
New Jersey,1994,7918796
New Jersey,1995,7965523
New Jersey,1996,8009624
New Jersey,1997,8054178
New Jersey,1998,8095542
New Jersey,1999,8143412
New Jersey,2000,8430621
New Jersey,2001,8492671
New Jersey,2002,8552643
New Jersey,2003,8601402
New Jersey,2004,8634561
New Jersey,2005,8651974
New Jersey,2006,8661679
New Jersey,2007,8677885
New Jersey,2008,8711090
New Jersey,2009,8755602
New Jersey,2010,8799451
New Jersey,2011,8828552
New Jersey,2012,8845671
New Jersey,2013,8857821
New Jersey,2014,8867277
New Jersey,2015,8870312
New Jersey,2016,8873584
New Jersey,2017,8888147
New Jersey,2018,8891730
New Jersey,2019,8891258
New Jersey,2020,9272794
New Jersey,2021,9270541
New Jersey,2022,9295227
New Jersey,2023,9379642
New Jersey,2024,9500851
New Mexico,1900,196000
New Mexico,1901,206000
New Mexico,1902,218000
New Mexico,1903,229000
New Mexico,1904,242000
New Mexico,1905,255000
New Mexico,1906,269000
New Mexico,1907,283000
New Mexico,1908,298000
New Mexico,1909,314000
New Mexico,1910,329000
New Mexico,1911,334000
New Mexico,1912,338000
New Mexico,1913,344000
New Mexico,1914,348000
New Mexico,1915,351000
New Mexico,1916,354000
New Mexico,1917,361000
New Mexico,1918,382000
New Mexico,1919,362000
New Mexico,1920,363000
New Mexico,1921,370000
New Mexico,1922,375000
New Mexico,1923,382000
New Mexico,1924,390000
New Mexico,1925,396000
New Mexico,1926,403000
New Mexico,1927,410000
New Mexico,1928,416000
New Mexico,1929,420000
New Mexico,1930,427000
New Mexico,1931,436000
New Mexico,1932,441000
New Mexico,1933,449000
New Mexico,1934,461000
New Mexico,1935,475000
New Mexico,1936,489000
New Mexico,1937,503000
New Mexico,1938,513000
New Mexico,1939,523000
New Mexico,1940,531000
New Mexico,1941,506000
New Mexico,1942,502000
New Mexico,1943,534000
New Mexico,1944,527000
New Mexico,1945,537000
New Mexico,1946,561000
New Mexico,1947,582000
New Mexico,1948,604000
New Mexico,1949,644000
New Mexico,1950,689000
New Mexico,1951,717000
New Mexico,1952,735000
New Mexico,1953,756000
New Mexico,1954,763000
New Mexico,1955,785000
New Mexico,1956,806000
New Mexico,1957,847000
New Mexico,1958,886000
New Mexico,1959,919000
New Mexico,1960,954000
New Mexico,1961,965000
New Mexico,1962,979000
New Mexico,1963,989000
New Mexico,1964,1006000
New Mexico,1965,1012000
New Mexico,1966,1007000
New Mexico,1967,1000000
New Mexico,1968,994000
New Mexico,1969,1011000
New Mexico,1970,1017055
New Mexico,1971,1053737
New Mexico,1972,1078697
New Mexico,1973,1105529
New Mexico,1974,1131309
New Mexico,1975,1159944
New Mexico,1976,1189295
New Mexico,1977,1215720
New Mexico,1978,1238034
New Mexico,1979,1284722
New Mexico,1980,1309400
New Mexico,1981,1332748
New Mexico,1982,1363823
New Mexico,1983,1394361
New Mexico,1984,1416717
New Mexico,1985,1438361
New Mexico,1986,1462729
New Mexico,1987,1478520
New Mexico,1988,1490337
New Mexico,1989,1503901
New Mexico,1990,1519933
New Mexico,1991,1547115
New Mexico,1992,1580750
New Mexico,1993,1614937
New Mexico,1994,1653329
New Mexico,1995,1682417
New Mexico,1996,1706151
New Mexico,1997,1722939
New Mexico,1998,1733535
New Mexico,1999,1739844
New Mexico,2000,1821204
New Mexico,2001,1831690
New Mexico,2002,1855309
New Mexico,2003,1877574
New Mexico,2004,1903808
New Mexico,2005,1932274
New Mexico,2006,1962137
New Mexico,2007,1990070
New Mexico,2008,2010662
New Mexico,2009,2036802
New Mexico,2010,2064614
New Mexico,2011,2080707
New Mexico,2012,2087715
New Mexico,2013,2092833
New Mexico,2014,2090236
New Mexico,2015,2090071
New Mexico,2016,2092555
New Mexico,2017,2092844
New Mexico,2018,2093754
New Mexico,2019,2099634
New Mexico,2020,2118606
New Mexico,2021,2117333
New Mexico,2022,2113868
New Mexico,2023,2121164
New Mexico,2024,2130256
Nevada,1900,43000
Nevada,1901,45000
Nevada,1902,49000
Nevada,1903,52000
Nevada,1904,56000
Nevada,1905,59000
Nevada,1906,64000
Nevada,1907,68000
Nevada,1908,73000
Nevada,1909,78000
Nevada,1910,82000
Nevada,1911,81000
Nevada,1912,81000
Nevada,1913,82000
Nevada,1914,83000
Nevada,1915,82000
Nevada,1916,82000
Nevada,1917,81000
Nevada,1918,77000
Nevada,1919,77000
Nevada,1920,78000
Nevada,1921,80000
Nevada,1922,81000
Nevada,1923,82000
Nevada,1924,84000
Nevada,1925,85000
Nevada,1926,87000
Nevada,1927,88000
Nevada,1928,89000
Nevada,1929,90000
Nevada,1930,92000
Nevada,1931,94000
Nevada,1932,96000
Nevada,1933,96000
Nevada,1934,98000
Nevada,1935,100000
Nevada,1936,101000
Nevada,1937,103000
Nevada,1938,105000
Nevada,1939,107000
Nevada,1940,113000
Nevada,1941,120000
Nevada,1942,137000
Nevada,1943,151000
Nevada,1944,153000
Nevada,1945,149000
Nevada,1946,143000
Nevada,1947,149000
Nevada,1948,156000
Nevada,1949,157000
Nevada,1950,162000
Nevada,1951,168000
Nevada,1952,181000
Nevada,1953,195000
Nevada,1954,213000
Nevada,1955,237000
Nevada,1956,250000
Nevada,1957,260000
Nevada,1958,269000
Nevada,1959,279000
Nevada,1960,291000
Nevada,1961,315000
Nevada,1962,352000
Nevada,1963,397000
Nevada,1964,426000
Nevada,1965,444000
Nevada,1966,446000
Nevada,1967,449000
Nevada,1968,464000
Nevada,1969,480000
Nevada,1970,488738
Nevada,1971,520018
Nevada,1972,546789
Nevada,1973,568991
Nevada,1974,596822
Nevada,1975,619972
Nevada,1976,646975
Nevada,1977,678333
Nevada,1978,719436
Nevada,1979,765367
Nevada,1980,810215
Nevada,1981,847655
Nevada,1982,881537
Nevada,1983,901977
Nevada,1984,924922
Nevada,1985,951030
Nevada,1986,980613
Nevada,1987,1023376
Nevada,1988,1075022
Nevada,1989,1137382
Nevada,1990,1218629
Nevada,1991,1285046
Nevada,1992,1330694
Nevada,1993,1380197
Nevada,1994,1456388
Nevada,1995,1525777
Nevada,1996,1596476
Nevada,1997,1675581
Nevada,1998,1743772
Nevada,1999,1809253
Nevada,2000,2018741
Nevada,2001,2098399
Nevada,2002,2173791
Nevada,2003,2248850
Nevada,2004,2346222
Nevada,2005,2432143
Nevada,2006,2522658
Nevada,2007,2601072
Nevada,2008,2653630
Nevada,2009,2684665
Nevada,2010,2702483
Nevada,2011,2713114
Nevada,2012,2744670
Nevada,2013,2776956
Nevada,2014,2818935
Nevada,2015,2868531
Nevada,2016,2919555
Nevada,2017,2972097
Nevada,2018,3030725
Nevada,2019,3090771
Nevada,2020,3116967
Nevada,2021,3148141
Nevada,2022,3176116
Nevada,2023,3214363
Nevada,2024,3267467
New York,1900,7283000
New York,1901,7449000
New York,1902,7612000
New York,1903,7771000
New York,1904,7927000
New York,1905,8084000
New York,1906,8289000
New York,1907,8499000
New York,1908,8714000
New York,1909,8935000
New York,1910,9137000
New York,1911,9249000
New York,1912,9361000
New York,1913,9473000
New York,1914,9585000
New York,1915,9700000
New York,1916,9848000
New York,1917,9993000
New York,1918,9936000
New York,1919,10252000
New York,1920,10282000
New York,1921,10416000
New York,1922,10589000
New York,1923,10752000
New York,1924,10953000
New York,1925,11186000
New York,1926,11257000
New York,1927,11174000
New York,1928,11599000
New York,1929,12171000
New York,1930,12647000
New York,1931,12848000
New York,1932,13001000
New York,1933,13126000
New York,1934,13253000
New York,1935,13375000
New York,1936,13481000
New York,1937,13511000
New York,1938,13512000
New York,1939,13523000
New York,1940,13456000
New York,1941,13267000
New York,1942,13002000
New York,1943,12807000
New York,1944,12628000
New York,1945,12495000
New York,1946,13398000
New York,1947,13982000
New York,1948,14497000
New York,1949,14892000
New York,1950,14865000
New York,1951,14890000
New York,1952,15192000
New York,1953,15527000
New York,1954,15814000
New York,1955,15966000
New York,1956,16112000
New York,1957,16374000
New York,1958,16601000
New York,1959,16685000
New York,1960,16838000
New York,1961,17061000
New York,1962,17301000
New York,1963,17461000
New York,1964,17589000
New York,1965,17734000
New York,1966,17843000
New York,1967,17935000
New York,1968,18051000
New York,1969,18105000
New York,1970,18241391
New York,1971,18357982
New York,1972,18339400
New York,1973,18177063
New York,1974,18049775
New York,1975,18003485
New York,1976,17940541
New York,1977,17812602
New York,1978,17680589
New York,1979,17583838
New York,1980,17566754
New York,1981,17567734
New York,1982,17589738
New York,1983,17686905
New York,1984,17745684
New York,1985,17791672
New York,1986,17833419
New York,1987,17868848
New York,1988,17941309
New York,1989,17983086
New York,1990,18002855
New York,1991,18029532
New York,1992,18082032
New York,1993,18140894
New York,1994,18156652
New York,1995,18150928
New York,1996,18143805
New York,1997,18143184
New York,1998,18159175
New York,1999,18196601
New York,2000,19001780
New York,2001,19082838
New York,2002,19137800
New York,2003,19175939
New York,2004,19171567
New York,2005,19132610
New York,2006,19104631
New York,2007,19132335
New York,2008,19212436
New York,2009,19307066
New York,2010,19399956
New York,2011,19499921
New York,2012,19574362
New York,2013,19626488
New York,2014,19653431
New York,2015,19657321
New York,2016,19636391
New York,2017,19593849
New York,2018,19544098
New York,2019,19463131
New York,2020,20105171
New York,2021,19848276
New York,2022,19703747
New York,2023,19737367
New York,2024,19867248
Ohio,1900,4161000
Ohio,1901,4216000
Ohio,1902,4322000
Ohio,1903,4386000
Ohio,1904,4458000
Ohio,1905,4530000
Ohio,1906,4587000
Ohio,1907,4630000
Ohio,1908,4677000
Ohio,1909,4701000
Ohio,1910,4786000
Ohio,1911,4821000
Ohio,1912,4893000
Ohio,1913,4997000
Ohio,1914,5109000
Ohio,1915,5251000
Ohio,1916,5366000
Ohio,1917,5510000
Ohio,1918,5547000
Ohio,1919,5683000
Ohio,1920,5799000
Ohio,1921,5921000
Ohio,1922,6054000
Ohio,1923,6183000
Ohio,1924,6319000
Ohio,1925,6434000
Ohio,1926,6504000
Ohio,1927,6577000
Ohio,1928,6608000
Ohio,1929,6626000
Ohio,1930,6662000
Ohio,1931,6694000
Ohio,1932,6717000
Ohio,1933,6740000
Ohio,1934,6751000
Ohio,1935,6787000
Ohio,1936,6801000
Ohio,1937,6809000
Ohio,1938,6837000
Ohio,1939,6886000
Ohio,1940,6929000
Ohio,1941,6958000
Ohio,1942,6969000
Ohio,1943,6868000
Ohio,1944,6918000
Ohio,1945,6916000
Ohio,1946,7512000
Ohio,1947,7705000
Ohio,1948,7876000
Ohio,1949,7973000
Ohio,1950,7980000
Ohio,1951,8061000
Ohio,1952,8275000
Ohio,1953,8591000
Ohio,1954,8873000
Ohio,1955,9017000
Ohio,1956,9207000
Ohio,1957,9410000
Ohio,1958,9599000
Ohio,1959,9671000
Ohio,1960,9734000
Ohio,1961,9854000
Ohio,1962,9929000
Ohio,1963,9986000
Ohio,1964,10080000
Ohio,1965,10201000
Ohio,1966,10330000
Ohio,1967,10414000
Ohio,1968,10516000
Ohio,1969,10563000
Ohio,1970,10657423
Ohio,1971,10734818
Ohio,1972,10746993
Ohio,1973,10767314
Ohio,1974,10765759
Ohio,1975,10770425
Ohio,1976,10752662
Ohio,1977,10771394
Ohio,1978,10795581
Ohio,1979,10798298
Ohio,1980,10800650
Ohio,1981,10788330
Ohio,1982,10757087
Ohio,1983,10737632
Ohio,1984,10737746
Ohio,1985,10734926
Ohio,1986,10730268
Ohio,1987,10760090
Ohio,1988,10798552
Ohio,1989,10829217
Ohio,1990,10861837
Ohio,1991,10933683
Ohio,1992,11007609
Ohio,1993,11070385
Ohio,1994,11111451
Ohio,1995,11155493
Ohio,1996,11187032
Ohio,1997,11212498
Ohio,1998,11237752
Ohio,1999,11256654
Ohio,2000,11363543
Ohio,2001,11387404
Ohio,2002,11407889
Ohio,2003,11434788
Ohio,2004,11452251
Ohio,2005,11463320
Ohio,2006,11481213
Ohio,2007,11500468
Ohio,2008,11515391
Ohio,2009,11528896
Ohio,2010,11539449
Ohio,2011,11545735
Ohio,2012,11550971
Ohio,2013,11579692
Ohio,2014,11606573
Ohio,2015,11622315
Ohio,2016,11640060
Ohio,2017,11665706
Ohio,2018,11680892
Ohio,2019,11696507
Ohio,2020,11798905
Ohio,2021,11767344
Ohio,2022,11777874
Ohio,2023,11824034
Ohio,2024,11883304
Oklahoma,1900,800000
Oklahoma,1901,916000
Oklahoma,1902,1027000
Oklahoma,1903,1118000
Oklahoma,1904,1200000
Oklahoma,1905,1277000
Oklahoma,1906,1349000
Oklahoma,1907,1414000
Oklahoma,1908,1498000
Oklahoma,1909,1585000
Oklahoma,1910,1671000
Oklahoma,1911,1714000
Oklahoma,1912,1737000
Oklahoma,1913,1777000
Oklahoma,1914,1824000
Oklahoma,1915,1860000
Oklahoma,1916,1907000
Oklahoma,1917,1960000
Oklahoma,1918,1969000
Oklahoma,1919,2003000
Oklahoma,1920,2055000
Oklahoma,1921,2108000
Oklahoma,1922,2140000
Oklahoma,1923,2159000
Oklahoma,1924,2179000
Oklahoma,1925,2216000
Oklahoma,1926,2256000
Oklahoma,1927,2306000
Oklahoma,1928,2344000
Oklahoma,1929,2372000
Oklahoma,1930,2401000
Oklahoma,1931,2403000
Oklahoma,1932,2394000
Oklahoma,1933,2392000
Oklahoma,1934,2391000
Oklahoma,1935,2386000
Oklahoma,1936,2365000
Oklahoma,1937,2334000
Oklahoma,1938,2324000
Oklahoma,1939,2333000
Oklahoma,1940,2325000
Oklahoma,1941,2262000
Oklahoma,1942,2215000
Oklahoma,1943,2205000
Oklahoma,1944,2043000
Oklahoma,1945,2028000
Oklahoma,1946,2128000
Oklahoma,1947,2133000
Oklahoma,1948,2089000
Oklahoma,1949,2105000
Oklahoma,1950,2229000
Oklahoma,1951,2210000
Oklahoma,1952,2219000
Oklahoma,1953,2182000
Oklahoma,1954,2209000
Oklahoma,1955,2250000
Oklahoma,1956,2273000
Oklahoma,1957,2282000
Oklahoma,1958,2267000
Oklahoma,1959,2289000
Oklahoma,1960,2336000
Oklahoma,1961,2380000
Oklahoma,1962,2427000
Oklahoma,1963,2439000
Oklahoma,1964,2446000
Oklahoma,1965,2440000
Oklahoma,1966,2454000
Oklahoma,1967,2489000
Oklahoma,1968,2503000
Oklahoma,1969,2535000
Oklahoma,1970,2559463
Oklahoma,1971,2618601
Oklahoma,1972,2658646
Oklahoma,1973,2695931
Oklahoma,1974,2734768
Oklahoma,1975,2774683
